index,path,error
1135,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (223)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1137,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (225)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1139,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (225)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1141,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (226)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1146,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (230)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1147,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (231)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1150,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (233)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1154,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (238)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1155,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (238)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1162,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (243)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1165,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (246)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1166,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (247)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1167,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (247)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1168,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (247)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1169,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (248)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1170,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (248)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1171,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (248)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1172,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (249)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1176,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (251)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1177,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (253)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1182,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (257)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1183,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (257)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1190,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (268)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1191,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (270)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1192,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (271)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1193,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (272)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1196,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (274)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1198,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (276)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1203,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (279)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1205,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (282)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1207,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (287)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1208,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (287)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1212,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (290)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1213,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (290)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1215,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (294)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1217,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (297)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1224,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (301)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1226,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (301)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1228,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (303)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1229,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (305)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1239,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (311)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1243,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (313)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1246,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (318)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1248,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (319)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1249,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (32)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1251,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (322)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1257,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (326)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1259,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (326)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1260,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (327)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1264,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (328)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1266,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (329)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1268,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (330)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1274,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (334)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1276,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (336)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1277,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (338)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1279,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (34)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1280,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (340)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1284,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (35)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1285,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (352)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1289,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (354)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1292,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (357)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1295,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (360)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1297,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (365)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1300,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (369)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1302,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (370)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1306,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (375)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1308,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (378)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1328,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (397)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1330,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (399)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1332,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (401)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1334,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (404)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1337,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (406)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1346,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (413)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1350,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (42)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1351,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (42)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1354,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (425)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1359,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (43)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1363,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (433)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1366,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (434)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1367,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (434)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1372,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (441)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
1375,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Non-Sperm\Non-Sperm (442)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
